เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน,ธุรกิจ
'0105559016551,บริษัท เอ็น เอ โอ (ไทยแลนด์) จำกัด,N A O (THAILAND) COMPANY LIMITED,นำเข้า-ส่งออกอาหารแช่แข็ง เครื่องในสัตว์ทุกชนิด,การขายส่งเนื้อสัตว์และผลิตภัณฑ์เนื้อสัตว์,920 ถนนโชคชัย 4 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,ยังดำเนินกิจการอยู่,28/1/2559,28 มกราคม 2559,60000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105559016551/,,,,,,,,,,
'0725549000567,บริษัท คิงเบล โปรดิวเซอร์ จำกัด,,ผลิตอาหารกระป๋องและอาหารแปรรูปทุกชนิดเพื่อจำหน่าย,การผลิตเนื้อสัตว์และเนื้อสัตว์ปีกบรรจุกระป๋อง,144/40 หมู่ที่ 12 ตำบลสะเตงนอก อำเภอเมืองยะลา จ.ยะลา 95000,ยังดำเนินกิจการอยู่,27/11/2549,27 พฤศจิกายน 2549,62000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,https://www.kingbellfood.com/index.html,,https://www.dataforthai.com/company/0725549000567/,ดูตำแหน่งงานจาก THAIJOB,,,,,,,,,
'0115536000011,บริษัท ไทยยูเนี่ยนโบน จำกัด,THAI UNION BONE COMPANY LIMITED,โรงงานอุตสาหกรรมป่นกระดูกสัตว์ทุกชนิด,การผลิตผลิตภัณฑ์พลอยได้จากสัตว์และสัตว์ปีก,274 หมู่ที่ 2 ถนนท้ายบ้าน ตำบลท้ายบ้าน อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,4/1/2536,4 มกราคม 2536,45000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.thaiunionbone.co.th/,,https://www.dataforthai.com/company/0115536000011/,,,,,,,,,,
'0735528000151,บริษัท เฟรชมีทโพรเซสซิ่ง จำกัด,FRESH MEAT PROCESSING COMPANY LIMITED,โรงงานแปรรูปเนื้อสุกร,การผลิตผลิตภัณฑ์พลอยได้จากสัตว์และสัตว์ปีก,12/2 หมู่ที่ 2 ตำบลขุนแก้ว อำเภอนครชัยศรี จ.นครปฐม 73120,ยังดำเนินกิจการอยู่,3/5/2528,3 พฤษภาคม 2528,109395700,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.freshmeatprocessing.com/,,https://www.dataforthai.com/company/0735528000151/,,,,,http://www.freshmeatprocessing.com/,,,,,
'0105557104410,บริษัท กิฟท์ ฮอสพิทอลลิตี้ จำกัด,"GIFT HOSPITALITY CO., LTD.",การผลิตผลิตภัณฑ์อาหารอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การผลิตผลิตภัณฑ์อาหารอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,27 อาคารอาร์เอสกรุ๊ป ทาวเวอร์ เอ ชั้นที่ 9 ถนนประเสริฐมนูกิจ แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900,ยังดำเนินกิจการอยู่,22/7/2557,22 กรกฎาคม 2557,50000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105557104410/,,,,,,,,,,
'0775559000403,บริษัท วิหคทองคำ จำกัด,WIHOK THONGKAM COMPANY LIMITED,ผลิตและจำหน่ายรังนกนางแอ่น,การผลิตผลิตภัณฑ์พลอยได้จากสัตว์และสัตว์ปีก,5/372 ซอยหมู่บ้านทางรถไฟฝั่งตะวันตก ตำบลหัวหิน อำเภอหัวหิน จ.ประจวบคีรีขันธ์ 77110,ยังดำเนินกิจการอยู่,10/2/2559,10 กุมภาพันธ์ 2559,32500000,,,False,,,,https://www.dataforthai.com/company/0775559000403/,,,,,,,,,,
'0115559014850,บริษัท อินเตอร์ กรีน จำกัด,INTER GREEN COMPANY LIMITED,,การผลิตผลิตภัณฑ์พลอยได้จากสัตว์และสัตว์ปีก,1111/2 หมู่ที่ 6 ซอยฟอกหนัง กม.34 ถนนสุขุมวิท ตำบลบางปูใหม่ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,15/7/2559,15 กรกฎาคม 2559,200000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0115559014850/,,,,,,,,,,
'0105506000889,บริษัท อุตสาหกรรมกระดูกสัตว์ จำกัด,THAI BONES INDUSTRY COMPANY LIMITED,ผลิตผลิตภัณฑ์จากกระดูกสัตว์,การผลิตผลิตภัณฑ์พลอยได้จากสัตว์และสัตว์ปีก,27/1 หมู่ที่ 5 ถนนพหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง จ.ปทุมธานี,ยังดำเนินกิจการอยู่,24/4/2506,24 เมษายน 2506,81000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105506000889/,,,,,,,,,,
'0505546000851,บริษัท เอกมี เทรดดิ้ง อินเตอร์เนชั่นแนล จำกัด,"ACME TREADING INTERNATIONAL CO.,LTD.",ประกอบกิจการขายส่ง ส่งออก น้ำผึ้ง นมผึ้ง,การผลิตผลิตภัณฑ์พลอยได้จากสัตว์และสัตว์ปีก,9 หมู่ที่ 15 ตำบลดอยหล่อ อำเภอดอยหล่อ จ.เชียงใหม่ 50160,ยังดำเนินกิจการอยู่,28/2/2546,28 กุมภาพันธ์ 2546,30000000,,,False,,,,https://www.dataforthai.com/company/0505546000851/,,,,,,,,,,
'0265546000030,บริษัท เจพีเอ็ม ซอสเซส จำกัด,"JPM SAUSAGE CO.,LTD.",ผลิตและจำหน่ายผลิตภัณฑ์จากเนื้อสัตว์,การผลิตผลิตภัณฑ์อื่น ๆ จากเนื้อสัตว์และเนื้อสัตว์ปีกซึ่งมิได้จัด ประเภทไว้ในที่อื่น,8/5 หมู่ที่ 6 ตำบลทรายมูล อำเภอองครักษ์ จ.นครนายก 26120,ยังดำเนินกิจการอยู่,7/5/2546,7 พฤษภาคม 2546,30000000,,,False,,,,https://www.dataforthai.com/company/0265546000030/,,,,,,,,,,
'0105551120197,บริษัท ท้าพิสูจน์ อินเตอร์เนชั่นแนล จำกัด,"THAPISUJ INTERNATIONAL CO.,LTD.",การผลิตผลิตภัณฑ์เนื้อสัตว์อื่นๆ,การผลิตผลิตภัณฑ์อื่น ๆ จากเนื้อสัตว์และเนื้อสัตว์ปีกซึ่งมิได้จัด ประเภทไว้ในที่อื่น,99/22 หมู่ที่ 3 ตำบลบางรักพัฒนา อำเภอบางบัวทอง จ.นนทบุรี 11110,ยังดำเนินกิจการอยู่,24/10/2551,24 ตุลาคม 2551,161000000,,,False,,,,https://www.dataforthai.com/company/0105551120197/,,,,,,,,,,
